"","X","sid","age","female","ethnic","married","major","HSalg","HScalc","COalg","COcalc","likeeng","likemath","matheng","extramath","extraeng","prefsub","rd","mv","sonaid","nativea","asian","africana","hispanic","pacifici","white","majortype","vp","mp","corv","gotv","corm","gotm","vt","mt","id","cav","trt"
"304",304,763,20,"Male","White","Single","congnitive sciences, b.s./b.a.","Yes","No","No","Yes","i like them a lot","i dislike them a lot","i like composition and literature best","not really","defintely","5 8 11","rdd","math training",31381,"no","no","no","no","no","yes","english intensive",25,6,0,"no",3,"yes",8,12,763,5,1
"305",305,764,19,"Male","Other","Single","biological sciences, b.s.","Yes","No","No","Yes","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","certainly not","certainly not","3 9 13","rdd","math training",34030,"no","no","no","no","no","no","math intensive",22,10,0,"no",4,"yes",6,14,764,2,1
"306",306,765,18,"Male","Asian","Single","undecided","Yes","Yes","No","No","i like them a little","i niether like nor dislike them","i like math/statistics and composition/literature equally well","maybe","maybe","3, 4, 12","rdd","vocab training",34471,"no","yes","no","no","no","no","unknown",15,10,31,"yes",0,"no",7,7,765,-5,0
"307",307,767,21,"Male","Hisp","Single","bioengineering, b.s.","Yes","No","No","Yes","i like them a little","i like them a little","i like math and statistics best","not really","maybe","1 3 4 6 12","rdd","math training",33862,"no","no","no","yes","no","no","math intensive",23,7,0,"no",5,"yes",8,17,767,3,1
"308",308,768,21,"Female","Black","Single","psychology, b.a.","Yes","Yes","No","No","i like them a little","i niether like nor dislike them","i like composition and literature best","certainly not","maybe","2 8 14","rdd","math training",33958,"no","no","yes","no","no","no","english intensive",24,5,0,"no",5,"yes",6,11,768,4,1
"309",309,769,21,"Male","White","Single","congnitive sciences, b.s./b.a.","Yes","No","No","Yes","i niether like nor dislike them","i niether like nor dislike them","i like math/statistics and composition/literature equally well","not really","maybe","2 11","rdd","math training",32650,"no","no","no","no","no","yes","english intensive",24,7,0,"no",5,"yes",10,16,769,4,1
"310",310,770,19,"Male","Black","Single","biological sciences, b.s.","Yes","No","No","Yes","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","not really","probably","3 12","rdd","math training",34252,"no","no","yes","no","no","no","math intensive",23,9,0,"no",4,"yes",8,7,770,3,1
"311",311,773,21,"Female","Hisp","Single","mechanical engineering, b.s. ","Yes","No","No","Yes","i dislike them a little ","i like them a little","i like math and statistics best","probably","maybe","8 4 3 5 10","rdd","math training",34447,"no","no","no","yes","no","no","math intensive",23,7,0,"no",5,"yes",6,18,773,3,1
"312",312,774,18,"Male","White","Single","undecided","Yes","No","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","not really","not likely","8 13 14","rdd","math training",34174,"no","no","no","no","no","yes","unknown",25,7,0,"no",5,"yes",8,9,774,5,1
"313",313,777,18,"Female","Asian","Single","chemical sciences,  b.s. ","Yes","Yes","Yes","Yes","i dislike them a little ","i dislike them a lot","i like composition and literature best","certainly not","certainly not","4 6 8","rdd","math training",34234,"no","yes","no","no","no","no","math intensive",22,6,0,"no",4,"yes",7,17,777,2,1
"314",314,779,21,"Male","Asian","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i niether like nor dislike them","i like composition and literature best","not really","maybe","2 14 15","rdd","math training",32131,"no","yes","no","no","no","no","english intensive",22,7,0,"no",0,"no",5,6,779,2,1
"315",315,780,18,"Male","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i like them a little","i like math and statistics best","maybe","maybe","1 2 14 15","rdd","math training",34201,"no","no","no","yes","no","no","english intensive",22,8,0,"no",3,"yes",11,8,780,2,1
"316",316,785,21,"Male","White","Single","polical science, b.a. ","Yes","No","Yes","Yes","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","probably","15","rdd","math training",31393,"no","no","no","no","no","yes","english intensive",26,7,0,"no",5,"yes",11,16,785,6,1
"317",317,786,21,"Female","White","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a little","i like composition and literature best","not really","defintely","2 6 7 14 1","rdd","math training",33823,"no","no","no","no","no","yes","english intensive",25,3,0,"no",5,"yes",9,9,786,5,1
"318",318,787,18,"Male","Hisp","Single","psychology, b.a.","Yes","No","No","No","i dislike them a little ","i like them a little","i like math and statistics best","maybe","certainly not","2 8 14 15","rdd","vocab training",34162,"no","no","no","yes","no","no","english intensive",13,5,31,"yes",0,"no",6,10,787,-7,1
"319",319,788,21,"Male","Asian","Single","psychology, b.a.","Yes","Yes","No","No","i dislike them a little ","i like them a little","i like math and statistics best","probably","not likely","2 5 8","rdd","vocab training",33655,"no","yes","no","no","no","no","english intensive",11,4,31,"yes",0,"no",15,18,788,-9,1
"320",320,791,19,"Male","White","Single","mechanical engineering, b.s. ","Yes","Yes","Yes","Yes","i dislike them a little ","i like them a little","i like math and statistics best","not really","certainly not","4 5 12","rdd","math training",34465,"no","no","no","no","no","yes","math intensive",21,11,0,"no",5,"yes",10,18,791,1,1
"321",321,792,18,"Female","Hisp","Single","management, b.s.","Yes","Yes","No","No","i dislike them a little ","i like them a little","i like math and statistics best","probably","not likely","2 8","rdd","math training",34168,"no","no","no","yes","no","no","english intensive",21,3,0,"no",5,"yes",8,12,792,1,1
"322",322,793,18,"Female","Other","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i like them a little","i like composition and literature best","maybe","maybe","4","rdd","math training",33892,"no","no","no","no","no","no","english intensive",24,6,0,"no",5,"yes",6,15,793,4,1
"323",323,796,18,"Female","White","Single","undecided","Yes","No","No","No","i niether like nor dislike them","i niether like nor dislike them","i like math/statistics and composition/literature equally well","not really","maybe","4 8 12","rdd","math training",34354,"no","no","no","no","no","yes","unknown",24,11,0,"no",5,"yes",9,15,796,4,1
"324",324,797,21,"Male","Asian","Single","bioengineering, b.s.","Yes","Yes","No","Yes","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","not really","not likely","4 12","rdd","math training",33877,"no","yes","no","no","no","no","math intensive",28,9,0,"no",5,"yes",14,18,797,8,1
"325",325,798,19,"Male","Asian","Single","materials sciences/engineering, b.s. ","Yes","Yes","No","Yes","i dislike them a lot","i like them a little","i like math and statistics best","not really","not likely","4 5 12","rdd","math training",34114,"no","yes","no","no","no","no","math intensive",25,13,0,"no",5,"yes",8,17,798,5,1
"326",326,799,20,"Male","Asian","Single","computer science/engineering, b.s. ","Yes","No","No","Yes","i like them a lot","i dislike them a little","i like composition and literature best","not really","probably","5 11 15","rdd","math training",34276,"no","yes","no","no","no","no","math intensive",22,9,0,"no",5,"yes",7,15,799,2,1
"327",327,800,18,"Male","Asian","Single","undecided","Yes","Yes","No","Yes","i niether like nor dislike them","i dislike them a little","i like math/statistics and composition/literature equally well","not really","maybe","7 9 10","rdd","math training",34351,"no","yes","no","no","no","no","unknown",25,8,0,"no",4,"yes",5,18,800,5,1
"328",328,801,18,"Male","White","Single","management, b.s.","Yes","No","No","Yes","i like them a lot","i dislike them a little","i like composition and literature best","not really","probably","10 14 9","rdd","math training",34219,"no","no","no","no","no","yes","english intensive",25,10,0,"no",4,"yes",8,13,801,5,1
"329",329,802,21,"Male","White","Single","computer science/engineering, b.s. ","Yes","No","No","Yes","i niether like nor dislike them","i like them a little","i like math/statistics and composition/literature equally well","not really","not likely","1 10 11","rdd","math training",33784,"no","no","no","no","no","yes","math intensive",23,11,0,"no",5,"yes",7,17,802,3,1
"330",330,804,20,"Male","Hisp","Single","psychology, b.a.","Yes","No","No","Yes","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","certainly not","14 15 11","rdd","vocab training",NA,"no","no","no","yes","no","no","english intensive",18,3,0,"no",0,"no",0,0,804,-2,1
"331",331,805,18,"Male","Asian","Single","biological sciences, b.s.","Yes","Yes","Yes","Yes","i like them a little","i like them a little","i like math and statistics best","probably","probably","1 3 5","rdd","vocab training",34405,"no","yes","no","no","no","no","math intensive",7,5,31,"yes",0,"no",6,5,805,-13,1
"332",332,806,18,"Female","Other","Single","management, b.s.","Yes","No","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","maybe","maybe","9","rdd","vocab training",34051,"no","no","no","no","no","no","english intensive",5,4,31,"yes",0,"no",10,4,806,-15,1
"333",333,810,18,"Female","White","Single","psychology, b.a.","Yes","Yes","No","No","i like them a lot","i like them a little","i like composition and literature best","not really","maybe","2 6 14","rdd","math training",33991,"no","no","no","no","no","yes","english intensive",25,8,0,"no",5,"yes",10,15,810,5,1
"334",334,815,18,"Male","Hisp","Single","undecided","Yes","No","No","No","i niether like nor dislike them","i niether like nor dislike them","i like math/statistics and composition/literature equally well","not really","not likely","14 3 7","rdd","vocab training",34450,"no","no","no","yes","no","no","unknown",18,2,31,"yes",0,"no",9,4,815,-2,1
"335",335,816,18,"Male","Asian","Single","undecided","Yes","No","No","No","i dislike them a lot","i niether like nor dislike them","i like math and statistics best","definitely","defintely","1 2 3","rdd","vocab training",33943,"no","yes","no","no","no","no","unknown",5,1,31,"yes",0,"no",7,4,816,-15,1
"336",336,818,19,"Female","Asian","Single","undecided","Yes","Yes","No","No","i niether like nor dislike them","i dislike them a little","i like math/statistics and composition/literature equally well","not really","maybe","2 7 8","rdd","vocab training",33607,"no","yes","no","no","no","no","unknown",18,7,31,"yes",0,"no",10,17,818,-2,0
"337",337,821,20,"Male","Asian","Single","physics, b.s. ","Yes","No","No","Yes","i dislike them a lot","i like them a little","i like math and statistics best","not really","certainly not","3 4 12","rdd","math training",31909,"no","yes","no","no","no","no","math intensive",21,10,0,"no",5,"yes",8,14,821,1,1
"338",338,823,18,"Female","Hisp","Single","polical science, b.a. ","Yes","No","Yes","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","certainly not","maybe","13 14 8","rdd","vocab training",34117,"no","no","no","yes","no","no","english intensive",3,2,31,"yes",0,"no",7,5,823,-17,1
"339",339,827,19,"Male","Asian","Single","psychology, b.a.","Yes","Yes","No","Yes","i like them a lot","i niether like nor dislike them","i like composition and literature best","not really","probably","1 2 3 13 1","rdd","math training",33001,"no","yes","no","no","no","no","english intensive",24,8,0,"no",0,"no",6,14,827,4,1
"340",340,829,18,"Female","Black","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a lot","i like composition and literature best","certainly not","not likely","7 3","rdd","vocab training",33397,"no","no","yes","no","no","no","english intensive",16,4,31,"yes",0,"no",13,9,829,-4,1
"341",341,833,18,"Male","Other","Single","bioengineering, b.s.","Yes","No","No","Yes","i like them a little","i dislike them a little","i like math and statistics best","probably","maybe","3 12 7","rdd","vocab training",34243,"yes","no","no","no","no","no","math intensive",12,5,31,"yes",0,"no",6,13,833,-8,1
"342",342,836,18,"Female","Hisp","Single","congnitive sciences, b.s./b.a.","No","Yes","No","No","i like them a lot","i niether like nor dislike them","i like composition and literature best","maybe","probably","5 6 8 11","rdd","math training",33688,"no","no","no","yes","no","no","english intensive",20,6,0,"no",5,"yes",10,13,836,0,1
"343",343,837,18,"Female","Hisp","Single","biological sciences, b.s.","Yes","No","No","No","i dislike them a little ","i like them a little","i like math and statistics best","maybe","certainly not","4 7","rdd","vocab training",34429,"no","no","no","yes","no","no","math intensive",18,8,31,"yes",0,"no",1,8,837,-2,0
"344",344,842,19,"Male","White","Single","history, b.a.","Yes","No","No","No","i like them a little","i dislike them a little","i like composition and literature best","not really","maybe","3 7 10","rdd","math training",34489,"no","no","no","no","no","yes","english intensive",23,7,0,"no",4,"yes",10,12,842,3,1
"345",345,843,18,"Female","Hisp","Single","undecided","Yes","No","No","No","i niether like nor dislike them","i like them a little","i like math/statistics and composition/literature equally well","maybe","maybe","2814","rdd","vocab training",33526,"no","no","no","yes","no","no","unknown",15,6,31,"yes",0,"no",11,15,843,-5,0
"346",346,845,20,"Male","White","Single","congnitive sciences, b.s./b.a.","Yes","No","No","Yes","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","not really","not likely","2 3 8","rdd","math training",32011,"no","no","no","no","no","yes","english intensive",29,9,0,"no",5,"yes",5,17,845,9,1
"347",347,849,18,"Male","Hisp","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","probably","maybe","1,9,2","rdd","math training",34411,"no","no","no","yes","no","no","math intensive",24,3,0,"no",3,"yes",12,11,849,4,1
"348",348,852,19,"Male","White","Single","undecided","Yes","Yes","No","Yes","i like them a little","i like them a lot","i like math and statistics best","probably","not likely","12 15 11","rdd","math training",34204,"no","no","no","no","no","yes","unknown",25,8,0,"no",5,"yes",9,19,852,5,1
"349",349,853,18,"Female","White","Single","management, b.s.","Yes","Yes","No","No","i dislike them a lot","i like them a little","i like math and statistics best","probably","not likely","7","rdd","vocab training",33847,"no","no","no","no","no","yes","english intensive",12,4,31,"yes",0,"no",4,2,853,-8,1
"350",350,855,21,"Female","Asian","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i niether like nor dislike them","i like them a lot","i like math and statistics best","not really","not likely","3 12 14","rdd","vocab training",34072,"no","yes","no","no","no","no","math intensive",13,4,31,"yes",0,"no",6,13,855,-7,1
"351",351,860,20,"Male","Asian","Single","undecided","Yes","No","No","No","i like them a little","i dislike them a little","i like composition and literature best","not really","maybe","2 10 11","rdd","vocab training",NA,"no","yes","no","no","no","no","unknown",18,8,31,"yes",0,"no",0,0,860,-2,0
"352",352,862,18,"Female","White","Single","undecided","Yes","No","No","No","i niether like nor dislike them","i dislike them a little","i like composition and literature best","not really","maybe","1 6 15","rdd","vocab training",33487,"no","no","no","no","no","yes","unknown",18,4,31,"yes",0,"no",12,8,862,-2,1
"353",353,863,21,"Male","White","Single","computer science/engineering, b.s. ","Yes","No","No","Yes","i dislike them a lot","i like them a lot","i like math and statistics best","definitely","certainly not","5","rdd","vocab training",34387,"no","no","no","no","no","yes","math intensive",18,7,31,"yes",0,"no",9,8,863,-2,0
"354",354,864,21,"Female","Other","Single","congnitive sciences, b.s./b.a.","No","Yes","Yes","Yes","i niether like nor dislike them","i like them a little","i like math/statistics and composition/literature equally well","probably","not likely","4 5 10","rdd","math training",34396,"no","no","no","no","no","no","english intensive",25,9,0,"no",5,"yes",4,16,864,5,1
"355",355,865,21,"Male","Asian","Single","management, b.s.","Yes","No","No","Yes","i like them a little","i like them a little","i like math and statistics best","maybe","maybe","7 14 9","rdd","vocab training",33292,"no","yes","no","no","no","no","english intensive",16,10,31,"yes",0,"no",6,14,865,-4,0
"356",356,866,21,"Female","Hisp","Single","biological sciences, b.s.","Yes","No","Yes","Yes","i niether like nor dislike them","i like them a lot","i like math and statistics best","not really","certainly not","3 4 8","rdd","math training",30811,"no","no","no","yes","no","no","math intensive",22,6,0,"no",4,"yes",4,9,866,2,1
"357",357,870,18,"Male","Asian","Single","undecided","No","Yes","No","No","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","defintely","2 8 11","rdd","vocab training",34207,"no","yes","no","no","no","no","unknown",19,13,31,"yes",0,"no",14,10,870,-1,0
"358",358,871,21,"Male","Hisp","Single","computer science/engineering, b.s. ","Yes","No","No","Yes","i like them a little","i like them a lot","i like math and statistics best","maybe","not likely","2 3 5 8 11","rdd","math training",34279,"no","no","no","yes","no","no","math intensive",22,6,0,"no",4,"yes",4,17,871,2,1
"359",359,873,20,"Male","Asian","Single","undecided","Yes","No","No","No","i like them a little","i dislike them a little","i like composition and literature best","not really","maybe","2 10 11","rdd","vocab training",34492,"no","yes","no","no","no","no","unknown",17,11,31,"yes",0,"no",14,7,873,-3,0
"360",360,878,20,"Female","Other","Single","biological sciences, b.s.","Yes","No","Yes","No","i niether like nor dislike them","i dislike them a little","i like composition and literature best","not really","maybe","3 4 8 14","rdd","vocab training",34498,"no","no","no","no","no","no","math intensive",17,7,31,"yes",0,"no",17,15,878,-3,0
"361",361,879,21,"Female","Other","Single","mechanical engineering, b.s. ","Yes","Yes","No","Yes","i niether like nor dislike them","i like them a lot","i like math and statistics best","not really","certainly not","14 2 8","rdd","math training",34270,"no","no","no","no","yes","no","math intensive",20,9,0,"no",5,"yes",8,14,879,0,1
"362",362,882,18,"Female","Hisp","Single","biological sciences, b.s.","Yes","No","No","No","i like them a little","i dislike them a little","i like math/statistics and composition/literature equally well","not really","not likely","1 2 12","rdd","vocab training",33880,"no","no","no","yes","no","no","math intensive",19,4,31,"yes",0,"no",5,4,882,-1,1
"363",363,883,18,"Female","White","Single","undecided","Yes","No","No","No","i like them a little","i dislike them a lot","i like composition and literature best","not really","not likely","4 13 14","rdd","math training",33586,"no","no","no","no","no","yes","unknown",22,10,0,"no",3,"yes",5,11,883,2,1
"364",364,884,20,"Female","Other","Single","biological sciences, b.s.","Yes","No","No","Yes","i niether like nor dislike them","i niether like nor dislike them","i like math/statistics and composition/literature equally well","not really","not likely","3 4 14","rdd","math training",31681,"no","no","no","no","no","no","math intensive",22,7,0,"no",5,"yes",6,9,884,2,1
"365",365,890,21,"Male","Other","Single","bioengineering, b.s.","Yes","Yes","No","No","i dislike them a lot","i like them a little","i like math and statistics best","not really","certainly not","3 4","rdd","math training",34504,"no","no","no","no","yes","no","math intensive",25,8,0,"no",5,"yes",12,18,890,5,1
"366",366,891,19,"Male","Black","Single","psychology, b.a.","Yes","Yes","No","No","i niether like nor dislike them","i like them a little","i like math/statistics and composition/literature equally well","maybe","probably","2 14 15","rdd","vocab training",34303,"no","no","yes","no","no","no","english intensive",19,4,31,"yes",0,"no",11,5,891,-1,1
"367",367,892,19,"Male","Asian","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i like them a lot","i niether like nor dislike them","i like math/statistics and composition/literature equally well","not really","maybe","2 11 14","rdd","math training",34459,"no","yes","no","no","no","no","math intensive",20,9,0,"no",5,"yes",5,15,892,0,1
"368",368,893,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a lot","i like composition and literature best","not really","not likely","14 15 11","rdd","math training",33652,"no","no","no","yes","no","no","english intensive",21,6,0,"no",1,"yes",3,7,893,1,1
"369",369,894,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a lot","i like them a lot","i like math/statistics and composition/literature equally well","probably","defintely","6 14 15","rdd","vocab training",34138,"no","no","no","yes","no","no","english intensive",19,8,31,"yes",0,"no",11,9,894,-1,0
"370",370,895,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i niether like nor dislike them","i dislike them a lot","i like composition and literature best","certainly not","certainly not","14","rdd","vocab training",34186,"no","no","no","yes","no","no","english intensive",19,2,31,"yes",0,"no",7,3,895,-1,1
"371",371,896,19,"Female","White","Single","other","Yes","Yes","Yes","No","i like them a little","i dislike them a little","i like composition and literature best","certainly not","maybe","1, 9, 11","rdd","math training",33994,"no","no","no","no","no","yes","unknown",22,5,0,"no",3,"yes",9,10,896,2,1
"372",372,898,18,"Male","White","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","probably","7, 10, 3","rdd","math training",NA,"no","no","no","no","no","yes","math intensive",25,7,0,"no",4,"yes",0,0,898,5,1
"373",373,899,18,"Male","Asian","Single","undecided","Yes","Yes","No","No","i like them a little","i like them a lot","i like math and statistics best","maybe","not likely","5 8 14","rdd","vocab training",33913,"no","yes","no","no","no","no","unknown",8,3,31,"yes",0,"no",7,4,899,-12,1
"374",374,900,18,"Female","Asian","Single","psychology, b.a.","Yes","Yes","No","No","i dislike them a little ","i niether like nor dislike them","i like math and statistics best","not really","certainly not","1 14 15","rdd","math training",33952,"no","yes","no","no","no","no","english intensive",23,6,0,"no",5,"yes",6,14,900,3,1
"375",375,901,18,"Male","White","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i niether like nor dislike them","i like them a little","i like math/statistics and composition/literature equally well","probably","probably","3","rdd","math training",33733,"no","no","no","no","no","yes","math intensive",23,7,0,"no",5,"yes",7,12,901,3,1
"376",376,902,19,"Male","Asian","Single","management, b.s.","No","Yes","No","Yes","i dislike them a lot","i niether like nor dislike them","i like math and statistics best","not really","certainly not","2 10 14","rdd","vocab training",33508,"no","yes","no","no","no","no","english intensive",14,7,31,"yes",0,"no",13,12,902,-6,0
"377",377,904,18,"Female","Hisp","Single","psychology, b.a.","Yes","Yes","No","No","i like them a lot","i dislike them a lot","i like composition and literature best","not really","not likely","12 14","rdd","math training",33856,"no","no","no","yes","no","no","english intensive",22,4,0,"no",3,"yes",4,10,904,2,1
"378",378,905,21,"Female","Hisp","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i niether like nor dislike them","i niether like nor dislike them","i like math and statistics best","not really","not likely","28743","rdd","vocab training",34111,"no","no","no","yes","no","no","math intensive",17,5,31,"yes",0,"no",4,12,905,-3,1
"379",379,907,20,"Male","Other","Single","biological sciences, b.s.","Yes","No","Yes","Yes","i niether like nor dislike them","i niether like nor dislike them","i like math/statistics and composition/literature equally well","not really","not likely","3","rdd","math training",34486,"no","no","no","no","no","no","math intensive",20,7,0,"no",4,"yes",8,16,907,0,1
"380",380,910,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a lot","i like them a little","i like composition and literature best","not really","not likely","2 3 11","rdd","math training",34285,"no","no","no","yes","no","no","english intensive",22,6,0,"no",5,"yes",9,12,910,2,1
"381",381,911,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i like them a little","i like math and statistics best","maybe","maybe","6 7 14 15","rdd","vocab training",34177,"no","no","no","yes","no","no","english intensive",14,7,31,"yes",0,"no",13,1,911,-6,0
"382",382,912,19,"Male","Hisp","Single","biological sciences, b.s.","Yes","No","No","Yes","i niether like nor dislike them","i dislike them a little","i like composition and literature best","certainly not","maybe","1, 3, 6","rdd","math training",34273,"no","no","no","yes","no","no","math intensive",24,9,0,"no",4,"yes",9,15,912,4,1
"383",383,915,18,"Male","Asian","Single","undecided","Yes","Yes","No","No","i niether like nor dislike them","i dislike them a lot","i like composition and literature best","certainly not","not likely","6 9 13","rdd","vocab training",34195,"no","yes","no","no","no","no","unknown",19,10,31,"yes",0,"no",15,17,915,-1,0
"384",384,916,18,"Female","Other","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i niether like nor dislike them","i niether like nor dislike them","i like math/statistics and composition/literature equally well","maybe","maybe","3 10 14","rdd","vocab training",33769,"no","no","no","no","no","no","math intensive",18,4,31,"yes",0,"no",7,12,916,-2,1
"385",385,917,20,"Female","Asian","Single","psychology, b.a.","Yes","Yes","No","No","i dislike them a lot","i niether like nor dislike them","i like math and statistics best","not really","not likely","4 14 15","rdd","vocab training",31213,"no","yes","no","no","no","no","english intensive",14,8,31,"yes",0,"no",14,13,917,-6,0
"386",386,920,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a lot","i dislike them a little","i like composition and literature best","certainly not","defintely","10 11 14","rdd","math training",34198,"no","no","no","yes","no","no","english intensive",27,6,0,"no",4,"yes",8,14,920,7,1
"387",387,921,18,"Male","White","Single","congnitive sciences, b.s./b.a.","Yes","No","No","No","i like them a lot","i niether like nor dislike them","i like composition and literature best","certainly not","defintely","6 11 14","rdd","math training",38843,"no","no","no","no","no","yes","english intensive",25,11,0,"no",5,"yes",8,14,921,5,1
"388",388,923,18,"Female","Hisp","Single","polical science, b.a. ","Yes","No","No","No","i like them a little","i dislike them a little","i like composition and literature best","certainly not","probably","2 7 13","rdd","vocab training",34066,"no","no","no","yes","no","no","english intensive",17,6,31,"yes",0,"no",4,6,923,-3,0
"389",389,924,19,"Male","Hisp","Single","undecided","Yes","Yes","No","Yes","i like them a little","i like them a little","i like math and statistics best","probably","not likely","2","rdd","math training",34402,"no","no","no","yes","no","no","unknown",23,7,0,"no",5,"yes",8,15,924,3,1
"390",390,926,18,"Male","Asian","Single","undecided","Yes","Yes","No","Yes","i like them a lot","i like them a lot","i like math and statistics best","maybe","maybe","4, 11, 15","rdd","math training",34414,"no","yes","no","no","no","no","unknown",30,14,0,"no",4,"yes",12,18,926,10,1
"391",391,927,18,"Female","Hisp","Single","undecided","Yes","Yes","No","No","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","defintely","14","rdd","math training",33826,"no","no","no","yes","no","no","unknown",22,4,0,"no",4,"yes",7,11,927,2,1
